web-scraper-order,web-scraper-start-url,price,location,address,type,nobeds,nobath,sqft_price,size,pagination,pagination-href
"1647923875-15616","https://www.edgeprop.my/buy/johor/all-residential?page=126","RM 650,000EdgeProp Only","Taman Mutiara Rini","Off Jalan Gelang Patah, Skudai, Johor","Landed","5 beds","3 bath","RM -","- sqft","",""
"1647920308-4137","https://www.edgeprop.my/buy/johor/all-residential?page=700","RM 580,000EdgeProp Only","Taman Puteri Wangsa","Jalan Kembia; Jalan Beladau; Jalan Lading; Jalan Jenawi, Ulu Tiram, Johor","Landed","3 beds","2 bath","2 carpark","RM 179/sqft","",""
"1647922020-9966","https://www.edgeprop.my/buy/johor/all-residential?page=409","RM 510,000","Taman Setia Indah","Jalan Setia, Johor Bahru, Johor","Landed","4 beds","3 bath","RM 364/sqft","1,400 sqft","",""
"1647921871-9504","https://www.edgeprop.my/buy/johor/all-residential?page=432","RM 828,000","Taman Desa Tebrau","Off Jalan Kota Tinggi, Johor Bahru, Johor","Landed","4 beds","3 bath","RM -","- sqft","",""
"1647921651-8842","https://www.edgeprop.my/buy/johor/all-residential?page=465","RM 288,000","Taman Johor Jaya","Off Lebuhraya Pasir Gudang, Johor Bahru, Johor","Landed","2 beds","2 bath","RM 374/sqft","770 sqft","",""
"1647919660-1891","https://www.edgeprop.my/buy/johor/all-residential?page=813","RM 870,000","Bandar Dato Onn","Jalan Dato Onn, Johor Bahru, Johor","Landed","4 beds","3 bath","RM 289/sqft","3,010 sqft","",""
"1647923186-13424","https://www.edgeprop.my/buy/johor/all-residential?page=236","RM 525,000EdgeProp Only","Taman Bukit Indah","Jalan Indah, Johor Bahru, Johor","Landed","4 beds","3 bath","RM -","- sqft","",""
"1647922928-12711","https://www.edgeprop.my/buy/johor/all-residential?page=272","RM 275,000EdgeProp Only","Lake View Suites","Jalan Austin Perdana 1, Taman Austin Perdana, Johor Bahru, Johor","Non Landed","2 beds","3 bath","1 carpark","RM -","",""
"1647922269-10838","https://www.edgeprop.my/buy/johor/all-residential?page=365","RM 538,000EdgeProp Only","SouthKey Mosaic","Persiaran Southkey 1 Off Jalan Bakar Batu, SouthKey, Johor Bahru, Johor","Non Landed","3 beds","2 bath","1 carpark","RM 500/sqft","",""
"1647920052-3204","https://www.edgeprop.my/buy/johor/all-residential?page=747","RM 420,000EdgeProp Only","Taman Johor Jaya","Off Lebuhraya Pasir Gudang, Johor Bahru, Johor","Landed","4 beds","3 bath","2 carpark","RM 272/sqft","",""
"1647920229-3845","https://www.edgeprop.my/buy/johor/all-residential?page=715","RM 680,000","Horizon Hills","Jalan Eka, Horizon Hills, Johor","Landed","5 beds","3 bath","RM -","- sqft","",""
"1647921549-8501","https://www.edgeprop.my/buy/johor/all-residential?page=482","RM 268,000","Taman Universiti","Jalan Pendidikan; Jalan Kejayaan; Jalan Pertanian, Skudai, Johor","Landed","2 beds","2 bath","RM 257/sqft","1,040 sqft","",""
"1647920039-3158","https://www.edgeprop.my/buy/johor/all-residential?page=749","RM 800,000","Danga Sutera","Persiaran Sutera Danga, Skudai, Johor","Landed","4 beds","4 bath","RM 505/sqft","1,584 sqft","",""
"1647922025-9983","https://www.edgeprop.my/buy/johor/all-residential?page=408","RM 408,000","Jalan Pasir Gudang","Pasir Gudang, Pasir Gudang, Johor","Landed","4 beds","3 bath","RM 340/sqft","1,200 sqft","",""
"1647921756-9172","https://www.edgeprop.my/buy/johor/all-residential?page=449","RM 870,000","Bandar Baru Seri Alam","Persiaran Seri Alam, Masai, Johor","Landed","4 + 1 beds","4 bath","3 carpark","RM 388/sqft","",""
"1647919250-475","https://www.edgeprop.my/buy/johor/all-residential?page=883","RM 248,000","Bandar Seri Alam","Bandar Seri Alam 81750 Masai Johor, Johor Bahru, Johor","Landed","3 beds","2 bath","RM 322/sqft","770 sqft","",""
"1647923916-15761","https://www.edgeprop.my/buy/johor/all-residential?page=119","RM 768,000EdgeProp Only","The Valley West 1","The Valley West 1 ,Horizon Hills 79100 Nusajaya, Johor, Horizon Hills, Johor","Landed","4 beds","4 bath","2 carpark","RM 498/sqft","",""
"1647921513-8386","https://www.edgeprop.my/buy/johor/all-residential?page=488","RM 385,000","Idaman Residence","Jalan Idaman 8 Off Persiaran Indah Utama, Nusa Idaman, Iskandar Puteri (Nusajaya), Johor","Non Landed","3 beds","2 bath","RM 337/sqft","1,141 sqft","",""
"1647922887-12587","https://www.edgeprop.my/buy/johor/all-residential?page=278","RM 1,250,000EdgeProp Only","East Ledang","Iskandar Puteri (Nusajaya), Johor","Landed","5 beds","5 bath","RM -","- sqft","",""
"1647923454-14238","https://www.edgeprop.my/buy/johor/all-residential?page=195","RM 616,000EdgeProp Only","Taman Bukit Indah","Jalan Indah, Johor Bahru, Johor","Landed","5 beds","3 bath","RM -","- sqft","",""
"1647920688-5550","https://www.edgeprop.my/buy/johor/all-residential?page=630","RM 400,000","Pengerang Residential Land","Pengerang, Johor","Landed","- beds","- bath","RM 56/sqft","7,100 sqft","",""
"1647919804-2396","https://www.edgeprop.my/buy/johor/all-residential?page=787","RM 570,000","Taman Desa Tebrau","Off Jalan Kota Tinggi, Johor Bahru, Johor","Landed","4 beds","3 bath","RM 398/sqft","1,430 sqft","",""
"1647919376-951","https://www.edgeprop.my/buy/johor/all-residential?page=860","RM 585,000","DOUBLE STOREY TERRACE LOLITE 2 @ TAMAN SERI AUSTIN","Johor Bahru, Johor","Landed","4 beds","3 bath","RM 417/sqft","1,400 sqft","",""
"1647920151-3557","https://www.edgeprop.my/buy/johor/all-residential?page=729","RM 450,000EdgeProp Only","Taman Johor Jaya","Off Lebuhraya Pasir Gudang, Johor Bahru, Johor","Landed","3 beds","2 bath","RM 292/sqft","1,540 sqft","",""
"1647921140-7110","https://www.edgeprop.my/buy/johor/all-residential?page=552","RM 428,000EdgeProp Only","Jalan Pulai Mutiara","Jalan Pulai Mutiara 81300 Kangkar Pulai, Johor, Kangkar Pulai, Johor","Landed","4 beds","3 bath","2 carpark","RM 365/sqft","",""
"1647919969-2961","https://www.edgeprop.my/buy/johor/all-residential?page=759","RM 538,000","Bandar Indahpura","Kulai, Johor","Landed","4 beds","2 bath","RM 172/sqft","3,121 sqft","",""
"1647920023-3117","https://www.edgeprop.my/buy/johor/all-residential?page=751","RM 258,000EdgeProp Only","Taman Seri Impian","Kluang, Johor","Landed","3 beds","2 bath","1 carpark","RM 184/sqft","",""
"1647923360-13916","https://www.edgeprop.my/buy/johor/all-residential?page=211","RM 799,000EdgeProp Only","Serenity Park @ East Ledang","Jalan Hang Lekir, East Ledang, Johor","Landed","4 + 1 beds","5 bath","3 carpark","RM 407/sqft","",""
"1647921769-9202","https://www.edgeprop.my/buy/johor/all-residential?page=447","RM 410,000","Taman Seri Impian","Kluang, Johor","Landed","4 beds","4 bath","RM 248/sqft","1,650 sqft","",""
"1647920389-4442","https://www.edgeprop.my/buy/johor/all-residential?page=685","RM 288,000","East Bay","Jalan Kota, Off Lebuhraya Pasir Gudang, Masai, Johor","Non Landed","3 beds","2 bath","RM 262/sqft","1,097 sqft","",""
"1647921478-8267","https://www.edgeprop.my/buy/johor/all-residential?page=494","RM 298,000","Taman Johor Jaya","Off Lebuhraya Pasir Gudang, Johor Bahru, Johor","Landed","2 beds","2 bath","RM 387/sqft","770 sqft","",""
"1647921566-8554","https://www.edgeprop.my/buy/johor/all-residential?page=479","RM 920,000","Taman Nusa Sentral","Jalan Sentral, Iskandar Puteri (Nusajaya), Johor","Landed","6 beds","6 bath","RM 490/sqft","1,875 sqft","",""
"1647920260-3970","https://www.edgeprop.my/buy/johor/all-residential?page=709","RM 518,000","Taman Universiti","Jalan Pendidikan; Jalan Kejayaan; Jalan Pertanian, Skudai, Johor","Landed","3 beds","2 bath","RM -","- sqft","",""
"1647923552-14500","https://www.edgeprop.my/buy/johor/all-residential?page=182","RM 425,000EdgeProp Only","Taman Molek","Off Persiaran Bumi Hijau, Johor Bahru, Johor","Landed","3 beds","2 bath","RM 326/sqft","1,300 sqft","",""
"1647920895-6270","https://www.edgeprop.my/buy/johor/all-residential?page=594","RM 1,750,000","Horizon Hills","Jalan Eka, Horizon Hills, Johor","Landed","5 beds","5 bath","RM -","- sqft","",""
"1647919759-2236","https://www.edgeprop.my/buy/johor/all-residential?page=795","RM 388,000EdgeProp Only","Taman Desa Cemerlang","Off Jalan Tanjong, Ulu Tiram, Johor","Landed","4 beds","- bath","RM -","- sqft","",""
"1647923729-15099","https://www.edgeprop.my/buy/johor/all-residential?page=152","RM 850,000EdgeProp Only","Taman Mount Austin","Jalan Austin heights, Johor Bahru, Johor","Landed","4 beds","4 bath","2 carpark","RM 379/sqft","",""
"1647923695-14983","https://www.edgeprop.my/buy/johor/all-residential?page=158","RM 280,000EdgeProp Only","Taman Delima, Kluang","Kluang, Johor","Landed","3 beds","2 bath","RM 146/sqft","1,916 sqft","",""
"1647923747-15166","https://www.edgeprop.my/buy/johor/all-residential?page=149","RM 400,000EdgeProp Only","Sky View","0 Persiaran Indah Utama Off Lebuhraya Bukit Indah, Bukit Indah, Johor","Non Landed","2 beds","2 bath","2 carpark","RM 459/sqft","",""
"1647922176-10480","https://www.edgeprop.my/buy/johor/all-residential?page=383","RM 455,000","Bandar Seri Alam","Bandar Seri Alam 81750 Masai Johor, Johor Bahru, Johor","Landed","4 + 1 beds","3 bath","RM 258/sqft","1,760 sqft","",""
"1647919572-1611","https://www.edgeprop.my/buy/johor/all-residential?page=827","RM 750,000","Eco Summers","off Jalan Daya, Johor Bahru, Johor","Landed","4 beds","4 bath","RM 468/sqft","1,600 sqft","",""
"1647921828-9393","https://www.edgeprop.my/buy/johor/all-residential?page=438","RM 250,000","Ros Merah","Off Jalan Masai Baru, Taman Johor Jaya, Johor Bahru, Johor","Landed","2 beds","2 bath","RM -","- sqft","",""
"1647921290-7655","https://www.edgeprop.my/buy/johor/all-residential?page=524","RM 398,000EdgeProp Only","Taman Puteri Wangsa","Jalan Kembia; Jalan Beladau; Jalan Lading; Jalan Jenawi, Ulu Tiram, Johor","Landed","3 beds","2 bath","RM 258/sqft","1,540 sqft","",""
"1647921333-7807","https://www.edgeprop.my/buy/johor/all-residential?page=517","RM 1,230,000EdgeProp Only","Taman Ponderosa","Off Persiaran Bumi Hijau, Johor Bahru, Johor","Landed","5 beds","5 bath","RM -","- sqft","",""
"1647921208-7372","https://www.edgeprop.my/buy/johor/all-residential?page=539","RM 438,000EdgeProp Only","Taman Ungku Tun Aminah","Jalan Tun Aminah, Skudai, Johor","Landed","4 beds","3 bath","RM 284/sqft","1,540 sqft","",""
"1647920679-5507","https://www.edgeprop.my/buy/johor/all-residential?page=632","RM 190,000","Taman Daya Flat","Taman Daya, Johor Bahru, Johor","Non Landed","3 beds","2 bath","RM 200/sqft","950 sqft","",""
"1647919250-482","https://www.edgeprop.my/buy/johor/all-residential?page=883","RM 863,220","Estuari Gardens @ Puteri Harbour","Lebuh Kota Iskandar, Iskandar Puteri (Nusajaya), Johor","Landed","5 beds","5 bath","1 carpark","RM -","",""
"1647919655-1859","https://www.edgeprop.my/buy/johor/all-residential?page=814","RM 288,000","Permas Ville, Bandar Baru Permas Jaya","Jalan Permas 3, Permas Jaya, Permas Jaya/Senibong, Johor","Non Landed","3 beds","2 bath","RM 261/sqft","1,100 sqft","",""
"1647921645-8830","https://www.edgeprop.my/buy/johor/all-residential?page=466","RM 499,000","Setia Eco Gardens","Iskander, Nusajaya, Gelang Patah, Johor","Landed","3 beds","2 bath","RM -","- sqft","",""
"1647919685-1991","https://www.edgeprop.my/buy/johor/all-residential?page=808","RM 408,000EdgeProp Only","Bandar Baru Seri Alam","Persiaran Seri Alam, Masai, Johor","Non Landed","3 beds","2 bath","RM -","- sqft","",""
"1647920255-3943","https://www.edgeprop.my/buy/johor/all-residential?page=710","RM 430,000","Setia Eco Gardens","Iskander, Nusajaya, Gelang Patah, Johor","Landed","3 beds","2 bath","RM -","- sqft","",""
"1647922895-12604","https://www.edgeprop.my/buy/johor/all-residential?page=277","RM 138,000EdgeProp Only","Taman Pulai Utama Flat","Jalan Pulai 84 Taman Pulai Utama 81300 Johor Bahru Johor, Skudai, Johor","Non Landed","3 beds","2 bath","RM 181/sqft","760 sqft","",""
"1647919700-2052","https://www.edgeprop.my/buy/johor/all-residential?page=805","RM 350,000","Taman Bestari Indah","Jalan Bestari, Ulu Tiram, Johor","Landed","3 beds","2 bath","RM -","- sqft","",""
"1647922415-11375","https://www.edgeprop.my/buy/johor/all-residential?page=338","RM 318,000EdgeProp Only","M'Tiara Apartment @ Larkin Idaman","Jalan Idaman Utama Taman Larkin Idaman, Johor Bahru, Johor","Non Landed","3 beds","2 bath","RM 316/sqft","1,006 sqft","",""
"1647924554-17937","https://www.edgeprop.my/buy/johor/all-residential?page=10","RM 820,000MUST SEE","Taman Damansara Aliff","Persiaran Aliff Harmoni Utama, Johor Bahru, Johor","Landed","4 beds","4 bath","2 carpark","RM 496/sqft","",""
"1647921187-7280","https://www.edgeprop.my/buy/johor/all-residential?page=543","RM 330,000EdgeProp Only","Sri Akasia","Jalan Titiwangsa Utama, Taman Tampoi Indah, Tampoi, Johor","Non Landed","3 beds","2 bath","1 carpark","RM 320/sqft","",""
"1647920516-4903","https://www.edgeprop.my/buy/johor/all-residential?page=662","RM 290,000","Taman Cahaya Masai","Pasir Gudang, Johor","Landed","3 beds","2 bath","RM -","- sqft","",""
"1647920485-4777","https://www.edgeprop.my/buy/johor/all-residential?page=668","RM 308,000EdgeProp Only","Taman Kluang Barat","Off Jalan Batu Pahat, Kluang, Johor","Landed","4 beds","3 bath","2 carpark","RM 236/sqft","",""
"1647920233-3856","https://www.edgeprop.my/buy/johor/all-residential?page=714","RM 588,000","Taman Pelangi Double Storey Terrace","Johor Bahru, Johor","Landed","4 beds","2 bath","RM -","- sqft","",""
"1647921756-9169","https://www.edgeprop.my/buy/johor/all-residential?page=449","RM 100,000","Flat Temenggong, Bandar Indahpura","Persiaran Indahpura 6, Kulai, Johor","Non Landed","3 beds","2 bath","RM 175/sqft","571 sqft","",""
"1647921301-7713","https://www.edgeprop.my/buy/johor/all-residential?page=522","RM 238,000EdgeProp Only","Taman Kota Masai","Taman Kota Masai, Pasir Gudang, Johor","Landed","2 beds","2 bath","2 carpark","RM -","",""
"1647921270-7597","https://www.edgeprop.my/buy/johor/all-residential?page=527","RM 650,000EdgeProp Only","Taman Bukit Indah","Jalan Indah, Johor Bahru, Johor","Landed","4 beds","3 bath","RM 500/sqft","1,300 sqft","",""
"1647921716-9047","https://www.edgeprop.my/buy/johor/all-residential?page=455","RM 280,000","Seasons Luxury Apartments @ Amara Larkin","Jalan Tun Abdul Razak, Johor Bahru, Johor","Non Landed","1 beds","1 bath","RM 424/sqft","659 sqft","",""
"1647924080-16280","https://www.edgeprop.my/buy/johor/all-residential?page=93","RM 680,000EdgeProp Only","Horizon Hills","Jalan Eka, Horizon Hills, Johor","Landed","4 beds","3 bath","RM 485/sqft","1,400 sqft","",""
"1647921906-9613","https://www.edgeprop.my/buy/johor/all-residential?page=427","RM 488,000","Bandar Baru Permas Jaya","Jalan Permas, Permas Jaya/Senibong, Johor","Landed","4 beds","2 bath","RM 295/sqft","1,650 sqft","",""
"1647921415-8059","https://www.edgeprop.my/buy/johor/all-residential?page=504","RM 208,000EdgeProp Only","Villa Krystal, Bandar Selesa Jaya","Jalan Silat Lincah, Bandar Selesa Jaya, Skudai, Johor","Non Landed","3 + 1 beds","2 bath","1 carpark","RM 249/sqft","",""
"1647922945-12767","https://www.edgeprop.my/buy/johor/all-residential?page=269","RM 438,000EdgeProp Only","Taman Pulai Indah","Off Persiaran Pulai Indah, Kangkar Pulai, Johor","Landed","4 beds","3 bath","RM 312/sqft","1,400 sqft","",""
"1647921722-9056","https://www.edgeprop.my/buy/johor/all-residential?page=454","RM 930,000","Taman Mutiara Mas","Jalan Mutiara, Skudai, Johor","Landed","5 beds","4 bath","RM 316/sqft","2,943 sqft","",""
"1647924036-16152","https://www.edgeprop.my/buy/johor/all-residential?page=100","RM 430,000EdgeProp Only","Taman Puteri Wangsa","Jalan Kembia; Jalan Beladau; Jalan Lading; Jalan Jenawi, Ulu Tiram, Johor","Landed","3 beds","2 bath","RM 307/sqft","1,400 sqft","",""
"1647924014-16060","https://www.edgeprop.my/buy/johor/all-residential?page=104","RM 670,000EdgeProp Only","Taman Bukit Indah","Jalan Indah, Johor Bahru, Johor","Landed","4 beds","3 bath","RM 478/sqft","1,400 sqft","",""
"1647922584-11873","https://www.edgeprop.my/buy/johor/all-residential?page=314","RM 428,000EdgeProp Only","Taman Perling","Jalan Camar, Jalan Undan, Jalan Pekaka, Johor Bahru, Johor","Landed","3 beds","3 bath","RM 259/sqft","1,650 sqft","",""
"1647919986-3032","https://www.edgeprop.my/buy/johor/all-residential?page=756","RM 768,000","BELOW MARKET CORNER LOT Double Storey Terrace","Jalan Bayu, Bandar Seri Alam, Masai, Masai, Johor","Landed","4 beds","3 bath","RM 160/sqft","4,800 sqft","",""
"1647923078-13176","https://www.edgeprop.my/buy/johor/all-residential?page=248","RM 380,000EdgeProp Only","Taman Johor Jaya","Off Lebuhraya Pasir Gudang, Johor Bahru, Johor","Landed","3 beds","2 bath","1 carpark","RM 246/sqft","",""
"1647922902-12620","https://www.edgeprop.my/buy/johor/all-residential?page=276","RM 347,000EdgeProp Only","Taman Pulai Jaya","Jalan Pulai, Johor Bahru, Johor","Landed","3 beds","2 bath","2 carpark","RM 266/sqft","",""
"1647921117-7032","https://www.edgeprop.my/buy/johor/all-residential?page=556","RM 515,000EdgeProp Only","Eco Tropics","Pasir Gudang, Johor","Landed","3 beds","3 bath","2 carpark","RM -","",""
"1647919229-400","https://www.edgeprop.my/buy/johor/all-residential?page=887","RM 308,000","Taman Cahaya Kota Putri","Jalan Bayan, Masai, Johor","Landed","3 beds","3 bath","RM 400/sqft","770 sqft","",""
"1647921152-7151","https://www.edgeprop.my/buy/johor/all-residential?page=550","RM 245,000EdgeProp Only","Taman Johor Jaya","Off Lebuhraya Pasir Gudang, Johor Bahru, Johor","Landed","2 beds","1 bath","RM -","- sqft","",""
"1647921639-8801","https://www.edgeprop.my/buy/johor/all-residential?page=467","RM 599,000","Taman Daya","Off Jalan Daya, Johor Bahru, Johor","Landed","4 beds","3 bath","RM 388/sqft","1,540 sqft","",""
"1647924375-17390","https://www.edgeprop.my/buy/johor/all-residential?page=38","RM 608,000EdgeProp Only","Taman Bukit Indah","Jalan Indah, Johor Bahru, Johor","Landed","4 beds","3 bath","RM -","- sqft","",""
"1647922578-11843","https://www.edgeprop.my/buy/johor/all-residential?page=315","RM 195,000EdgeProp Only","Dwi Mahkota","Jalan Tampoi, Taman Orkid, Johor Bahru, Johor","Non Landed","2 beds","1 bath","1 carpark","RM 243/sqft","",""
"1647919382-960","https://www.edgeprop.my/buy/johor/all-residential?page=859","RM 418,000","Nusavilla","Jalan Jati 11, Taman Nusa Bestari Jaya, Skudai, Johor","Landed","3 beds","2 bath","RM 380/sqft","1,100 sqft","",""
"1647921101-6956","https://www.edgeprop.my/buy/johor/all-residential?page=559","RM 385,000EdgeProp Only","Taman Universiti","Jalan Pendidikan; Jalan Kejayaan; Jalan Pertanian, Skudai, Johor","Landed","3 beds","2 bath","1 carpark","RM 296/sqft","",""
"1647919601-1705","https://www.edgeprop.my/buy/johor/all-residential?page=822","RM 585,000","Taman Ungku Tun Aminah","Jalan Tun Aminah, Skudai, Johor","Landed","3 beds","2 bath","RM 182/sqft","3,200 sqft","",""
